cod_produto,produto,valor_venda,custo_produto,lucro,nota_fiscal,email_cliente,data_criacao_pedido,data_venda,estado,tamanho,canal_venda,forma_pagamento,quantidade
2358,Calca Jeans,393.0,177.2,215.8,51358,cliente1358@email.com,2026-02-14,2026-02-19,MG,GG,Loja,Pix,1
2359,Calca Jeans,181.19,103.62,77.57,51359,cliente1359@email.com,2026-03-17,2026-03-22,BA,G,Online,Pix,3
2360,Tenis Corrida,379.58,249.45,130.13,51360,cliente1360@email.com,2026-04-19,2026-04-20,SP,M,Loja,Pix,1
2361,Tenis Esportivo,157.96,75.19,82.77,51361,cliente1361@email.com,2026-05-01,2026-05-03,PE,P,Loja,Pix,5
2362,Bermuda,350.41,193.61,156.8,51362,cliente1362@email.com,2026-02-10,2026-02-12,RS,41,Loja,Cartao,2
2363,Bermuda,300.94,143.87,157.07,51363,cliente1363@email.com,2026-02-08,2026-02-11,PR,38,Loja,Cartao,2
2364,Camiseta Basica,292.27,188.3,103.97,51364,cliente1364@email.com,2026-02-27,2026-02-27,GO,39,Online,Boleto,2
2365,Tenis Corrida,328.06,140.21,187.85,51365,cliente1365@email.com,2026-04-09,2026-04-10,RJ,41,Online,Pix,2
2366,Calca Jeans,242.74,137.46,105.28,51366,cliente1366@email.com,2026-03-23,2026-03-25,PR,39,Online,Pix,5
2367,Tenis Esportivo,127.46,75.45,52.01,51367,cliente1367@email.com,2026-01-13,2026-01-16,RJ,M,Loja,Boleto,5
2368,Regata Esportiva,281.89,191.67,90.22,51368,cliente1368@email.com,2026-04-12,2026-04-12,BA,G,Loja,Pix,1
2369,Tenis Corrida,396.3,172.97,223.33,51369,cliente1369@email.com,2026-04-20,2026-04-20,SP,41,Online,Boleto,4
2370,Tenis Esportivo,195.69,81.01,114.68,51370,cliente1370@email.com,2026-01-28,2026-01-28,GO,40,Online,Cartao,3
2371,Blusa Moletom,266.04,144.81,121.23,51371,cliente1371@email.com,2026-04-22,2026-04-22,MG,40,Loja,Cartao,4
2372,Regata Esportiva,385.18,164.31,220.87,51372,cliente1372@email.com,2026-01-01,2026-01-06,GO,GG,Loja,Boleto,5
2373,Tenis Esportivo,106.34,48.58,57.76,51373,cliente1373@email.com,2026-02-23,2026-02-25,MG,43,Online,Cartao,2
2374,Regata Esportiva,317.36,151.15,166.21,51374,cliente1374@email.com,2026-01-28,2026-01-31,PR,40,Online,Boleto,3
2375,Camiseta Basica,50.83,21.18,29.65,51375,cliente1375@email.com,2026-04-12,2026-04-13,GO,GG,Loja,Cartao,3
2376,Tenis Corrida,352.95,150.55,202.4,51376,cliente1376@email.com,2026-04-13,2026-04-17,SC,P,Loja,Cartao,1
2377,Calca Jeans,326.78,134.07,192.71,51377,cliente1377@email.com,2026-04-17,2026-04-22,BA,G,Loja,Pix,3
2378,Tenis Esportivo,147.62,94.42,53.2,51378,cliente1378@email.com,2026-01-04,2026-01-07,PR,41,Loja,Boleto,3
2379,Bermuda,365.81,233.78,132.03,51379,cliente1379@email.com,2026-03-09,2026-03-12,SC,42,Loja,Cartao,4
2380,Regata Esportiva,313.37,193.83,119.54,51380,cliente1380@email.com,2026-04-23,2026-04-23,PE,GG,Online,Cartao,5
2381,Tenis Corrida,399.94,279.22,120.72,51381,cliente1381@email.com,2026-04-13,2026-04-17,MG,40,Online,Boleto,3
2382,Tenis Casual,256.4,122.79,133.61,51382,cliente1382@email.com,2026-04-26,2026-04-26,MG,41,Loja,Boleto,1
2383,Camiseta Basica,145.75,87.72,58.03,51383,cliente1383@email.com,2026-04-15,2026-04-16,CE,40,Online,Boleto,5
2384,Camiseta Basica,362.23,241.46,120.77,51384,cliente1384@email.com,2026-02-08,2026-02-13,GO,43,Online,Cartao,1
2385,Tenis Corrida,379.56,248.27,131.29,51385,cliente1385@email.com,2026-03-03,2026-03-06,SP,GG,Online,Pix,4
2386,Calca Jeans,196.65,113.7,82.95,51386,cliente1386@email.com,2026-04-04,2026-04-04,SC,40,Online,Cartao,2
2387,Regata Esportiva,125.12,82.89,42.23,51387,cliente1387@email.com,2026-03-07,2026-03-08,RJ,41,Online,Cartao,1
2388,Blusa Moletom,146.86,78.76,68.1,51388,cliente1388@email.com,2026-01-13,2026-01-14,PE,P,Online,Cartao,2
2389,Tenis Corrida,338.81,227.39,111.42,51389,cliente1389@email.com,2026-01-13,2026-01-16,PE,39,Online,Pix,3
2390,Tenis Esportivo,54.84,22.58,32.26,51390,cliente1390@email.com,2026-04-26,2026-04-26,SC,P,Loja,Pix,1
2391,Tenis Esportivo,390.79,241.98,148.81,51391,cliente1391@email.com,2026-01-18,2026-01-18,SC,41,Online,Pix,2
2392,Tenis Esportivo,284.72,192.33,92.39,51392,cliente1392@email.com,2026-02-18,2026-02-18,MG,41,Online,Pix,3
2393,Bermuda,289.71,122.22,167.49,51393,cliente1393@email.com,2026-01-30,2026-02-03,SP,P,Loja,Pix,2
2394,Blusa Moletom,58.85,32.35,26.5,51394,cliente1394@email.com,2026-01-30,2026-02-03,CE,M,Loja,Cartao,4
2395,Tenis Casual,290.42,186.6,103.82,51395,cliente1395@email.com,2026-01-24,2026-01-25,SP,39,Online,Pix,2
2396,Camiseta Basica,72.95,41.27,31.68,51396,cliente1396@email.com,2026-01-26,2026-01-29,PR,42,Online,Pix,5
2397,Calca Jeans,261.34,126.83,134.51,51397,cliente1397@email.com,2026-05-01,2026-05-01,CE,39,Online,Pix,1
2398,Tenis Corrida,143.51,94.33,49.18,51398,cliente1398@email.com,2026-02-04,2026-02-08,SP,P,Loja,Cartao,1
2399,Camiseta Basica,160.08,65.43,94.65,51399,cliente1399@email.com,2026-02-23,2026-02-24,GO,38,Online,Cartao,4
2400,Camiseta Basica,276.17,186.78,89.39,51400,cliente1400@email.com,2026-01-27,2026-02-01,CE,39,Loja,Cartao,3
2401,Tenis Casual,348.03,237.04,110.99,51401,cliente1401@email.com,2026-03-07,2026-03-08,SC,41,Loja,Pix,4
2402,Tenis Corrida,186.27,126.0,60.27,51402,cliente1402@email.com,2026-03-30,2026-04-01,SP,GG,Loja,Boleto,4
2403,Blusa Moletom,81.39,33.43,47.96,51403,cliente1403@email.com,2026-04-23,2026-04-24,BA,39,Online,Cartao,2
2404,Tenis Esportivo,244.51,160.55,83.96,51404,cliente1404@email.com,2026-02-07,2026-02-12,RS,P,Loja,Boleto,3
2405,Bermuda,112.49,66.83,45.66,51405,cliente1405@email.com,2026-01-22,2026-01-26,MG,P,Online,Boleto,4
2406,Tenis Corrida,251.18,159.83,91.35,51406,cliente1406@email.com,2026-03-13,2026-03-16,CE,43,Online,Cartao,4
2407,Tenis Corrida,196.42,107.49,88.93,51407,cliente1407@email.com,2026-04-07,2026-04-09,PE,P,Loja,Boleto,5
2408,Camiseta Basica,63.84,36.2,27.64,51408,cliente1408@email.com,2026-01-25,2026-01-27,BA,P,Loja,Boleto,5
2409,Tenis Casual,213.53,129.39,84.14,51409,cliente1409@email.com,2026-01-15,2026-01-16,MG,39,Online,Pix,3
2410,Bermuda,277.55,166.83,110.72,51410,cliente1410@email.com,2026-04-08,2026-04-10,CE,G,Online,Pix,4
2411,Tenis Casual,332.86,186.91,145.95,51411,cliente1411@email.com,2026-01-05,2026-01-06,RJ,40,Online,Cartao,1
2412,Regata Esportiva,79.02,33.11,45.91,51412,cliente1412@email.com,2026-02-26,2026-02-28,GO,M,Loja,Boleto,5
2413,Tenis Corrida,364.46,254.24,110.22,51413,cliente1413@email.com,2026-02-15,2026-02-16,GO,P,Loja,Cartao,5
2414,Calca Jeans,391.29,200.51,190.78,51414,cliente1414@email.com,2026-03-05,2026-03-09,BA,39,Online,Boleto,2
2415,Calca Jeans,379.99,199.41,180.58,51415,cliente1415@email.com,2026-02-15,2026-02-18,BA,38,Loja,Cartao,1
2416,Calca Jeans,113.81,63.49,50.32,51416,cliente1416@email.com,2026-01-26,2026-01-27,GO,P,Loja,Boleto,1
2417,Bermuda,164.37,75.08,89.29,51417,cliente1417@email.com,2026-01-06,2026-01-11,BA,39,Loja,Pix,1
2418,Camiseta Basica,327.61,169.77,157.84,51418,cliente1418@email.com,2026-03-11,2026-03-16,SC,G,Loja,Cartao,5
2419,Tenis Casual,358.26,235.82,122.44,51419,cliente1419@email.com,2026-01-22,2026-01-24,BA,43,Loja,Pix,5
2420,Regata Esportiva,265.94,181.92,84.02,51420,cliente1420@email.com,2026-01-29,2026-02-03,RS,39,Loja,Cartao,5
2421,Bermuda,92.53,44.51,48.02,51421,cliente1421@email.com,2026-03-17,2026-03-18,PE,GG,Loja,Pix,4
2422,Tenis Casual,215.97,139.92,76.05,51422,cliente1422@email.com,2026-01-13,2026-01-13,MG,41,Online,Boleto,5
2423,Blusa Moletom,95.28,48.7,46.58,51423,cliente1423@email.com,2026-01-07,2026-01-09,SC,40,Online,Cartao,2
2424,Tenis Casual,348.89,223.73,125.16,51424,cliente1424@email.com,2026-04-29,2026-05-02,RJ,GG,Loja,Boleto,5
2425,Tenis Casual,371.43,193.36,178.07,51425,cliente1425@email.com,2026-01-28,2026-02-01,SP,42,Online,Cartao,3
2426,Camiseta Basica,100.84,46.34,54.5,51426,cliente1426@email.com,2026-04-13,2026-04-15,RJ,43,Loja,Cartao,4
2427,Calca Jeans,383.13,188.75,194.38,51427,cliente1427@email.com,2026-03-05,2026-03-07,BA,GG,Loja,Pix,5
2428,Camiseta Basica,160.51,64.38,96.13,51428,cliente1428@email.com,2026-02-12,2026-02-13,PE,M,Loja,Cartao,5
2429,Tenis Esportivo,100.37,55.3,45.07,51429,cliente1429@email.com,2026-02-22,2026-02-23,CE,P,Loja,Pix,4
2430,Tenis Casual,380.06,203.51,176.55,51430,cliente1430@email.com,2026-03-31,2026-04-04,BA,40,Loja,Cartao,1
2431,Regata Esportiva,354.47,187.57,166.9,51431,cliente1431@email.com,2026-04-03,2026-04-06,BA,42,Loja,Pix,1
2432,Regata Esportiva,153.97,102.21,51.76,51432,cliente1432@email.com,2026-02-10,2026-02-15,RJ,42,Online,Boleto,5
2433,Bermuda,71.55,44.2,27.35,51433,cliente1433@email.com,2026-04-21,2026-04-21,BA,38,Online,Pix,3
2434,Calca Jeans,64.1,31.26,32.84,51434,cliente1434@email.com,2026-01-06,2026-01-09,PE,40,Loja,Boleto,5
2435,Calca Jeans,225.81,131.14,94.67,51435,cliente1435@email.com,2026-01-18,2026-01-18,SP,39,Loja,Pix,3
2436,Blusa Moletom,397.37,270.94,126.43,51436,cliente1436@email.com,2026-03-31,2026-04-04,GO,G,Online,Pix,4
2437,Tenis Corrida,283.35,117.18,166.17,51437,cliente1437@email.com,2026-03-29,2026-04-01,SP,38,Online,Boleto,4
2438,Tenis Corrida,153.63,95.62,58.01,51438,cliente1438@email.com,2026-03-29,2026-04-01,RJ,43,Loja,Boleto,1
2439,Tenis Casual,153.21,74.42,78.79,51439,cliente1439@email.com,2026-04-12,2026-04-14,CE,43,Online,Boleto,3
2440,Regata Esportiva,125.72,59.8,65.92,51440,cliente1440@email.com,2026-04-01,2026-04-03,MG,43,Online,Boleto,2
2441,Tenis Corrida,341.75,163.24,178.51,51441,cliente1441@email.com,2026-02-04,2026-02-07,PE,P,Online,Boleto,2
2442,Blusa Moletom,247.51,141.67,105.84,51442,cliente1442@email.com,2026-01-27,2026-01-27,RS,P,Online,Cartao,2
2443,Camiseta Basica,161.02,85.38,75.64,51443,cliente1443@email.com,2026-03-20,2026-03-22,PE,41,Online,Boleto,3
2444,Tenis Casual,137.58,76.81,60.77,51444,cliente1444@email.com,2026-01-28,2026-01-28,MG,GG,Online,Pix,2
2445,Calca Jeans,73.05,36.91,36.14,51445,cliente1445@email.com,2026-01-22,2026-01-24,BA,G,Loja,Pix,5
2446,Bermuda,197.05,94.37,102.68,51446,cliente1446@email.com,2026-01-30,2026-02-01,RJ,P,Online,Boleto,5
2447,Calca Jeans,306.52,130.85,175.67,51447,cliente1447@email.com,2026-02-09,2026-02-09,BA,43,Online,Boleto,1
2448,Tenis Casual,227.84,107.38,120.46,51448,cliente1448@email.com,2026-01-26,2026-01-31,RJ,40,Loja,Pix,5
2449,Camiseta Basica,281.05,151.6,129.45,51449,cliente1449@email.com,2026-02-22,2026-02-24,RS,G,Loja,Cartao,5
2450,Bermuda,339.93,184.65,155.28,51450,cliente1450@email.com,2026-03-28,2026-03-28,SC,40,Loja,Pix,2
2451,Regata Esportiva,190.26,99.63,90.63,51451,cliente1451@email.com,2026-04-30,2026-05-02,SP,GG,Online,Boleto,3
2452,Calca Jeans,199.42,117.09,82.33,51452,cliente1452@email.com,2026-03-04,2026-03-08,MG,39,Online,Boleto,5
2453,Tenis Corrida,349.92,144.94,204.98,51453,cliente1453@email.com,2026-04-17,2026-04-17,SP,38,Online,Cartao,5
2454,Bermuda,314.77,208.28,106.49,51454,cliente1454@email.com,2026-03-18,2026-03-18,SC,43,Online,Pix,5
2455,Calca Jeans,141.9,90.84,51.06,51455,cliente1455@email.com,2026-01-20,2026-01-24,MG,GG,Loja,Cartao,5
2456,Tenis Corrida,111.34,63.84,47.5,51456,cliente1456@email.com,2026-02-19,2026-02-23,SP,43,Loja,Boleto,4
2457,Tenis Casual,120.2,74.57,45.63,51457,cliente1457@email.com,2026-03-19,2026-03-19,SP,38,Online,Pix,5
2458,Regata Esportiva,332.06,219.27,112.79,51458,cliente1458@email.com,2026-01-11,2026-01-12,PR,42,Loja,Pix,5
2459,Tenis Corrida,78.25,49.91,28.34,51459,cliente1459@email.com,2026-02-17,2026-02-19,SC,GG,Online,Boleto,1
2460,Tenis Esportivo,267.64,109.46,158.18,51460,cliente1460@email.com,2026-02-10,2026-02-14,PE,38,Online,Boleto,5
2461,Bermuda,192.45,90.14,102.31,51461,cliente1461@email.com,2026-01-03,2026-01-05,MG,GG,Loja,Boleto,3
2462,Calca Jeans,285.53,132.93,152.6,51462,cliente1462@email.com,2026-03-26,2026-03-31,SC,P,Loja,Cartao,3
2463,Tenis Casual,132.52,77.81,54.71,51463,cliente1463@email.com,2026-02-15,2026-02-15,GO,43,Online,Pix,4
2464,Tenis Casual,192.43,108.69,83.74,51464,cliente1464@email.com,2026-02-01,2026-02-02,SC,41,Loja,Boleto,3
2465,Calca Jeans,183.4,103.51,79.89,51465,cliente1465@email.com,2026-01-24,2026-01-25,MG,P,Loja,Pix,2
2466,Tenis Corrida,300.02,124.68,175.34,51466,cliente1466@email.com,2026-04-30,2026-05-01,RJ,GG,Loja,Pix,4
2467,Calca Jeans,305.78,183.73,122.05,51467,cliente1467@email.com,2026-04-04,2026-04-09,CE,P,Loja,Pix,4
2468,Camiseta Basica,297.83,158.79,139.04,51468,cliente1468@email.com,2026-01-29,2026-01-29,CE,43,Online,Cartao,5
2469,Bermuda,143.98,77.79,66.19,51469,cliente1469@email.com,2026-03-20,2026-03-20,RJ,G,Loja,Pix,1
2470,Tenis Esportivo,112.0,50.25,61.75,51470,cliente1470@email.com,2026-04-09,2026-04-10,RJ,G,Online,Cartao,2
2471,Tenis Corrida,52.33,26.56,25.77,51471,cliente1471@email.com,2026-02-24,2026-02-24,GO,GG,Loja,Pix,4
2472,Tenis Esportivo,246.05,106.05,140.0,51472,cliente1472@email.com,2026-04-20,2026-04-23,SP,G,Loja,Pix,1
2473,Camiseta Basica,70.58,45.4,25.18,51473,cliente1473@email.com,2026-02-12,2026-02-12,PE,41,Online,Pix,3
2474,Tenis Esportivo,275.19,132.39,142.8,51474,cliente1474@email.com,2026-03-23,2026-03-26,GO,38,Loja,Pix,2
2475,Blusa Moletom,361.65,196.95,164.7,51475,cliente1475@email.com,2026-03-30,2026-03-31,SC,41,Loja,Cartao,4
2476,Tenis Corrida,353.21,168.02,185.19,51476,cliente1476@email.com,2026-01-19,2026-01-19,CE,M,Loja,Cartao,1
2477,Regata Esportiva,342.64,183.6,159.04,51477,cliente1477@email.com,2026-03-04,2026-03-06,GO,P,Online,Boleto,5
2478,Bermuda,88.72,52.3,36.42,51478,cliente1478@email.com,2026-03-30,2026-03-30,GO,38,Loja,Cartao,1
2479,Regata Esportiva,287.73,198.14,89.59,51479,cliente1479@email.com,2026-03-26,2026-03-29,SP,GG,Loja,Boleto,1
2480,Tenis Corrida,323.99,166.79,157.2,51480,cliente1480@email.com,2026-01-28,2026-02-01,BA,41,Online,Pix,5
2481,Tenis Corrida,326.63,172.04,154.59,51481,cliente1481@email.com,2026-01-07,2026-01-09,PR,42,Online,Pix,3
2482,Bermuda,342.07,205.54,136.53,51482,cliente1482@email.com,2026-03-03,2026-03-08,GO,G,Online,Pix,1
2483,Blusa Moletom,382.17,154.38,227.79,51483,cliente1483@email.com,2026-01-13,2026-01-13,MG,G,Online,Pix,3
2484,Tenis Casual,264.65,109.39,155.26,51484,cliente1484@email.com,2026-02-15,2026-02-19,PR,P,Online,Pix,2
2485,Calca Jeans,77.9,42.32,35.58,51485,cliente1485@email.com,2026-02-23,2026-02-25,GO,G,Online,Boleto,5
2486,Calca Jeans,398.15,159.34,238.81,51486,cliente1486@email.com,2026-03-20,2026-03-23,RJ,GG,Loja,Pix,4
2487,Calca Jeans,364.27,198.35,165.92,51487,cliente1487@email.com,2026-01-22,2026-01-27,SP,39,Loja,Pix,3
2488,Blusa Moletom,386.25,249.03,137.22,51488,cliente1488@email.com,2026-01-31,2026-02-04,SP,38,Online,Boleto,1
2489,Camiseta Basica,307.92,151.5,156.42,51489,cliente1489@email.com,2026-04-23,2026-04-28,RS,39,Online,Cartao,3
2490,Blusa Moletom,157.72,92.51,65.21,51490,cliente1490@email.com,2026-02-15,2026-02-17,PE,P,Online,Boleto,2
2491,Tenis Casual,138.02,56.31,81.71,51491,cliente1491@email.com,2026-02-16,2026-02-16,GO,41,Online,Cartao,3
2492,Tenis Esportivo,121.2,67.66,53.54,51492,cliente1492@email.com,2026-02-04,2026-02-05,SC,P,Loja,Cartao,1
2493,Bermuda,371.97,221.14,150.83,51493,cliente1493@email.com,2026-01-19,2026-01-20,CE,GG,Online,Boleto,3
2494,Camiseta Basica,348.44,146.48,201.96,51494,cliente1494@email.com,2026-04-16,2026-04-19,PR,M,Loja,Cartao,1
2495,Blusa Moletom,265.03,163.65,101.38,51495,cliente1495@email.com,2026-02-04,2026-02-08,PR,G,Online,Boleto,5
2496,Tenis Casual,305.55,211.48,94.07,51496,cliente1496@email.com,2026-01-13,2026-01-14,PR,38,Loja,Cartao,4
2497,Bermuda,393.54,274.52,119.02,51497,cliente1497@email.com,2026-04-24,2026-04-24,CE,38,Online,Boleto,5
2498,Blusa Moletom,144.64,79.01,65.63,51498,cliente1498@email.com,2026-01-01,2026-01-03,GO,40,Online,Pix,2
2499,Tenis Esportivo,253.64,146.84,106.8,51499,cliente1499@email.com,2026-04-05,2026-04-10,SC,40,Online,Cartao,1
2500,Regata Esportiva,271.67,127.7,143.97,51500,cliente1500@email.com,2026-03-28,2026-03-31,RJ,G,Online,Boleto,1
2501,Tenis Esportivo,399.82,177.61,222.21,51501,cliente1501@email.com,2026-03-29,2026-04-01,BA,39,Loja,Boleto,1
2502,Tenis Corrida,350.49,223.47,127.02,51502,cliente1502@email.com,2026-04-29,2026-05-04,BA,39,Loja,Boleto,3
2503,Calca Jeans,270.13,125.24,144.89,51503,cliente1503@email.com,2026-04-13,2026-04-14,CE,43,Loja,Cartao,3
2504,Tenis Casual,182.19,122.08,60.11,51504,cliente1504@email.com,2026-03-10,2026-03-14,PR,42,Loja,Boleto,3
2505,Blusa Moletom,216.17,113.55,102.62,51505,cliente1505@email.com,2026-02-03,2026-02-04,MG,38,Online,Pix,2
2506,Calca Jeans,126.23,73.86,52.37,51506,cliente1506@email.com,2026-04-18,2026-04-23,MG,43,Loja,Boleto,2
2507,Tenis Casual,317.82,168.11,149.71,51507,cliente1507@email.com,2026-04-23,2026-04-26,MG,G,Online,Boleto,4
2508,Tenis Esportivo,104.4,56.03,48.37,51508,cliente1508@email.com,2026-01-19,2026-01-23,RS,39,Loja,Boleto,3
2509,Bermuda,335.24,165.97,169.27,51509,cliente1509@email.com,2026-04-18,2026-04-18,CE,42,Online,Boleto,5
2510,Calca Jeans,124.44,63.82,60.62,51510,cliente1510@email.com,2026-03-08,2026-03-12,GO,38,Loja,Pix,3
2511,Tenis Esportivo,265.95,150.29,115.66,51511,cliente1511@email.com,2026-02-09,2026-02-13,BA,40,Loja,Pix,3
2512,Tenis Casual,89.46,56.93,32.53,51512,cliente1512@email.com,2026-02-18,2026-02-23,MG,M,Online,Cartao,4
2513,Tenis Casual,314.39,195.19,119.2,51513,cliente1513@email.com,2026-03-04,2026-03-09,CE,GG,Loja,Pix,4
2514,Tenis Casual,322.37,207.14,115.23,51514,cliente1514@email.com,2026-02-13,2026-02-17,RJ,40,Loja,Cartao,3
2515,Calca Jeans,93.46,43.91,49.55,51515,cliente1515@email.com,2026-01-28,2026-01-29,MG,40,Online,Boleto,1
2516,Camiseta Basica,186.05,76.94,109.11,51516,cliente1516@email.com,2026-02-26,2026-03-01,SC,40,Online,Cartao,2
2517,Blusa Moletom,56.33,24.37,31.96,51517,cliente1517@email.com,2026-01-15,2026-01-17,PR,41,Online,Cartao,4
2518,Tenis Esportivo,217.08,118.44,98.64,51518,cliente1518@email.com,2026-01-23,2026-01-27,PE,M,Online,Pix,3
2519,Blusa Moletom,50.25,21.56,28.69,51519,cliente1519@email.com,2026-02-27,2026-03-03,MG,G,Loja,Pix,4
2520,Tenis Corrida,179.45,81.55,97.9,51520,cliente1520@email.com,2026-03-29,2026-03-29,GO,P,Loja,Pix,3
2521,Camiseta Basica,98.25,50.88,47.37,51521,cliente1521@email.com,2026-01-20,2026-01-24,RS,GG,Online,Cartao,2
2522,Camiseta Basica,226.35,100.69,125.66,51522,cliente1522@email.com,2026-04-12,2026-04-15,PR,43,Loja,Boleto,5
2523,Tenis Esportivo,288.77,117.57,171.2,51523,cliente1523@email.com,2026-01-21,2026-01-21,SC,43,Online,Boleto,4
2524,Regata Esportiva,228.51,145.67,82.84,51524,cliente1524@email.com,2026-02-02,2026-02-06,SP,42,Loja,Cartao,4
2525,Regata Esportiva,393.59,257.09,136.5,51525,cliente1525@email.com,2026-02-20,2026-02-25,RS,43,Online,Boleto,4
2526,Bermuda,53.43,31.15,22.28,51526,cliente1526@email.com,2026-04-07,2026-04-08,RJ,43,Loja,Pix,1
2527,Tenis Casual,373.89,232.59,141.3,51527,cliente1527@email.com,2026-03-07,2026-03-11,SP,38,Online,Boleto,4
2528,Regata Esportiva,201.38,108.13,93.25,51528,cliente1528@email.com,2026-01-22,2026-01-26,SC,M,Online,Boleto,1
2529,Tenis Esportivo,353.15,212.29,140.86,51529,cliente1529@email.com,2026-04-29,2026-05-04,RJ,41,Online,Boleto,2
2530,Camiseta Basica,171.66,97.82,73.84,51530,cliente1530@email.com,2026-04-26,2026-05-01,PR,38,Online,Boleto,2
2531,Blusa Moletom,68.81,28.62,40.19,51531,cliente1531@email.com,2026-03-03,2026-03-07,MG,GG,Loja,Boleto,4
2532,Tenis Corrida,256.92,135.03,121.89,51532,cliente1532@email.com,2026-03-09,2026-03-14,PR,38,Loja,Boleto,3
2533,Bermuda,126.21,63.54,62.67,51533,cliente1533@email.com,2026-02-11,2026-02-16,RS,M,Online,Pix,2
2534,Regata Esportiva,315.84,185.17,130.67,51534,cliente1534@email.com,2026-01-02,2026-01-05,GO,39,Online,Boleto,4
2535,Tenis Casual,361.57,222.8,138.77,51535,cliente1535@email.com,2026-04-16,2026-04-20,GO,G,Online,Cartao,5
2536,Tenis Casual,156.82,94.29,62.53,51536,cliente1536@email.com,2026-03-27,2026-03-27,PE,43,Loja,Boleto,2
2537,Blusa Moletom,271.93,127.66,144.27,51537,cliente1537@email.com,2026-02-24,2026-02-28,GO,P,Online,Cartao,5
2538,Bermuda,71.26,45.79,25.47,51538,cliente1538@email.com,2026-04-16,2026-04-17,BA,39,Online,Pix,5
2539,Blusa Moletom,211.89,146.05,65.84,51539,cliente1539@email.com,2026-03-07,2026-03-10,CE,M,Loja,Pix,3
2540,Regata Esportiva,182.62,102.9,79.72,51540,cliente1540@email.com,2026-02-05,2026-02-10,MG,43,Loja,Pix,1
2541,Blusa Moletom,289.8,127.07,162.73,51541,cliente1541@email.com,2026-02-12,2026-02-12,RJ,GG,Online,Pix,2
2542,Tenis Casual,286.95,183.81,103.14,51542,cliente1542@email.com,2026-04-22,2026-04-25,SC,P,Online,Cartao,4
2543,Camiseta Basica,289.4,172.15,117.25,51543,cliente1543@email.com,2026-01-06,2026-01-06,SC,M,Loja,Cartao,1
2544,Blusa Moletom,98.65,60.97,37.68,51544,cliente1544@email.com,2026-03-30,2026-04-01,RJ,M,Loja,Boleto,5
2545,Calca Jeans,78.8,41.2,37.6,51545,cliente1545@email.com,2026-02-08,2026-02-11,BA,38,Loja,Boleto,5
2546,Bermuda,229.92,149.83,80.09,51546,cliente1546@email.com,2026-02-06,2026-02-11,RS,42,Loja,Boleto,2
2547,Camiseta Basica,281.84,193.4,88.44,51547,cliente1547@email.com,2026-04-03,2026-04-03,PE,39,Online,Pix,4
2548,Bermuda,261.06,147.74,113.32,51548,cliente1548@email.com,2026-02-08,2026-02-12,PE,GG,Online,Cartao,3
2549,Regata Esportiva,248.53,117.48,131.05,51549,cliente1549@email.com,2026-04-21,2026-04-25,PR,GG,Loja,Pix,2
2550,Tenis Casual,75.62,31.79,43.83,51550,cliente1550@email.com,2026-01-28,2026-01-29,MG,41,Online,Boleto,5
2551,Tenis Esportivo,187.88,102.15,85.73,51551,cliente1551@email.com,2026-05-01,2026-05-04,CE,43,Online,Pix,4
2552,Camiseta Basica,247.79,167.85,79.94,51552,cliente1552@email.com,2026-02-16,2026-02-19,SP,41,Online,Pix,3
2553,Tenis Casual,67.12,36.82,30.3,51553,cliente1553@email.com,2026-02-18,2026-02-20,RS,39,Loja,Pix,1
2554,Blusa Moletom,106.14,60.63,45.51,51554,cliente1554@email.com,2026-01-28,2026-02-01,RS,M,Online,Boleto,2
2555,Regata Esportiva,70.76,30.61,40.15,51555,cliente1555@email.com,2026-02-06,2026-02-10,SC,39,Online,Boleto,3
2556,Bermuda,207.61,84.41,123.2,51556,cliente1556@email.com,2026-03-26,2026-03-31,BA,38,Online,Cartao,2
2557,Regata Esportiva,116.73,73.63,43.1,51557,cliente1557@email.com,2026-03-31,2026-04-03,PE,P,Loja,Pix,2
2558,Bermuda,310.3,158.7,151.6,51558,cliente1558@email.com,2026-03-03,2026-03-08,SP,43,Loja,Cartao,3
2559,Tenis Corrida,161.91,69.51,92.4,51559,cliente1559@email.com,2026-04-19,2026-04-24,CE,38,Loja,Boleto,3
2560,Camiseta Basica,217.84,91.48,126.36,51560,cliente1560@email.com,2026-04-18,2026-04-22,SC,40,Loja,Pix,2
2561,Calca Jeans,394.16,200.49,193.67,51561,cliente1561@email.com,2026-04-26,2026-04-29,BA,42,Online,Pix,1
2562,Blusa Moletom,69.61,31.38,38.23,51562,cliente1562@email.com,2026-03-18,2026-03-18,SP,P,Online,Boleto,4
2563,Tenis Esportivo,228.9,92.67,136.23,51563,cliente1563@email.com,2026-03-24,2026-03-28,CE,GG,Loja,Cartao,3
2564,Camiseta Basica,396.93,172.34,224.59,51564,cliente1564@email.com,2026-02-08,2026-02-09,SC,41,Online,Pix,1
2565,Calca Jeans,351.75,172.62,179.13,51565,cliente1565@email.com,2026-03-21,2026-03-23,PE,38,Loja,Boleto,3
2566,Bermuda,79.33,49.6,29.73,51566,cliente1566@email.com,2026-04-15,2026-04-15,RJ,41,Loja,Cartao,3
2567,Blusa Moletom,373.1,156.18,216.92,51567,cliente1567@email.com,2026-04-05,2026-04-07,MG,P,Online,Boleto,5
2568,Calca Jeans,340.86,203.42,137.44,51568,cliente1568@email.com,2026-02-16,2026-02-18,RS,GG,Online,Pix,3
